date,description,amount,type,category,explanation
2022-02-02,DEBIT PURCHASE 02/02/22 xx-0321 GRAB,-17.0,Withdrawal,Transport,Payment for a Grab ride.
2022-02-05,DEBIT PURCHASE 05/02/22 xx-0321 SMRT,-2.8,Withdrawal,Transport,Payment for a SMRT train ride.
2022-02-08,DEBIT PURCHASE 08/02/22 xx-0321 UBER,-13.0,Withdrawal,Transport,Payment for an Uber ride.
2022-02-11,DEBIT PURCHASE 11/02/22 xx-0321 EZ-LINK RELOAD,-20.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-02-14,DEBIT PURCHASE 14/02/22 xx-0321 GRAB,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2022-02-17,DEBIT PURCHASE 17/02/22 xx-0321 SMRT,-2.5,Withdrawal,Transport,Payment for a SMRT train ride.
2022-02-20,DEBIT PURCHASE 20/02/22 xx-0321 UBER,-14.0,Withdrawal,Transport,Payment for an Uber ride.
2022-02-23,DEBIT PURCHASE 23/02/22 xx-0321 EZ-LINK RELOAD,-30.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-02-26,DEBIT PURCHASE 26/02/22 xx-0321 GRAB,-16.0,Withdrawal,Transport,Payment for a Grab ride.
2022-02-28,DEBIT PURCHASE 28/02/22 xx-0321 SMRT,-2.7,Withdrawal,Transport,Payment for a SMRT train ride.
2022-03-02,DEBIT PURCHASE 02/03/22 xx-0321 UBER,-11.0,Withdrawal,Transport,Payment for an Uber ride.
2022-03-05,DEBIT PURCHASE 05/03/22 xx-0321 EZ-LINK RELOAD,-25.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-03-08,DEBIT PURCHASE 08/03/22 xx-0321 GRAB,-17.0,Withdrawal,Transport,Payment for a Grab ride.
2022-03-11,DEBIT PURCHASE 11/03/22 xx-0321 SMRT,-2.8,Withdrawal,Transport,Payment for a SMRT train ride.
2022-03-14,DEBIT PURCHASE 14/03/22 xx-0321 UBER,-13.0,Withdrawal,Transport,Payment for an Uber ride.
2022-03-17,DEBIT PURCHASE 17/03/22 xx-0321 EZ-LINK RELOAD,-20.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-03-20,DEBIT PURCHASE 20/03/22 xx-0321 GRAB,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2022-03-23,DEBIT PURCHASE 23/03/22 xx-0321 SMRT,-2.5,Withdrawal,Transport,Payment for a SMRT train ride.
2022-03-26,DEBIT PURCHASE 26/03/22 xx-0321 UBER,-14.0,Withdrawal,Transport,Payment for an Uber ride.
2022-03-28,DEBIT PURCHASE 28/03/22 xx-0321 EZ-LINK RELOAD,-30.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-03-31,DEBIT PURCHASE 31/03/22 xx-0321 GRAB,-16.0,Withdrawal,Transport,Payment for a Grab ride.
2022-04-03,DEBIT PURCHASE 03/04/22 xx-0321 SMRT,-2.7,Withdrawal,Transport,Payment for a SMRT train ride.
2022-04-06,DEBIT PURCHASE 06/04/22 xx-0321 UBER,-11.0,Withdrawal,Transport,Payment for an Uber ride.
2022-04-09,DEBIT PURCHASE 09/04/22 xx-0321 EZ-LINK RELOAD,-25.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-04-12,DEBIT PURCHASE 12/04/22 xx-0321 GRAB,-17.0,Withdrawal,Transport,Payment for a Grab ride.
2022-04-15,DEBIT PURCHASE 15/04/22 xx-0321 SMRT,-2.8,Withdrawal,Transport,Payment for a SMRT train ride.
2022-04-18,DEBIT PURCHASE 18/04/22 xx-0321 UBER,-13.0,Withdrawal,Transport,Payment for an Uber ride.
2022-04-20,DEBIT PURCHASE 20/04/22 xx-0321 EZ-LINK RELOAD,-20.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-04-23,DEBIT PURCHASE 23/04/22 xx-0321 GRAB,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2022-04-26,DEBIT PURCHASE 26/04/22 xx-0321 SMRT,-2.5,Withdrawal,Transport,Payment for a SMRT train ride.
2022-04-29,DEBIT PURCHASE 29/04/22 xx-0321 UBER,-14.0,Withdrawal,Transport,Payment for an Uber ride.
2023-01-05,DEBIT PURCHASE 04/01/23 xx-0411 GRAB@RIDE,-10.0,Withdrawal,Transport,Payment for a Grab ride.
2023-01-11,DEBIT PURCHASE 10/01/23 xx-0411 UBER@RIDE,-12.5,Withdrawal,Transport,Payment for an Uber ride.
2023-01-15,DEBIT PURCHASE 14/01/23 xx-0411 EZ-LINK TOP-UP,-30.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-01-20,DEBIT PURCHASE 19/01/23 xx-0411 TAXI@COMFORT,-15.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-01-28,DEBIT PURCHASE 27/01/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-02-02,DEBIT PURCHASE 01/02/23 xx-0411 GRAB@RIDE,-8.0,Withdrawal,Transport,Payment for a Grab ride.
2023-02-10,DEBIT PURCHASE 09/02/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-02-15,DEBIT PURCHASE 14/02/23 xx-0411 TAXI@COMFORT,-20.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-02-25,DEBIT PURCHASE 24/02/23 xx-0411 EZ-LINK TOP-UP,-50.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-03-01,DEBIT PURCHASE 28/02/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-03-10,DEBIT PURCHASE 09/03/23 xx-0411 GRAB@RIDE,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2023-03-15,DEBIT PURCHASE 14/03/23 xx-0411 UBER@RIDE,-10.0,Withdrawal,Transport,Payment for an Uber ride.
2023-03-20,DEBIT PURCHASE 19/03/23 xx-0411 TAXI@COMFORT,-18.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-03-31,DEBIT PURCHASE 30/03/23 xx-0411 EZ-LINK TOP-UP,-25.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-04-05,DEBIT PURCHASE 04/04/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-04-10,DEBIT PURCHASE 09/04/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-04-15,DEBIT PURCHASE 14/04/23 xx-0411 GRAB@RIDE,-12.0,Withdrawal,Transport,Payment for a Grab ride.
2023-04-20,DEBIT PURCHASE 19/04/23 xx-0411 UBER@RIDE,-10.0,Withdrawal,Transport,Payment for an Uber ride.
2023-04-30,DEBIT PURCHASE 29/04/23 xx-0411 EZ-LINK TOP-UP,-30.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-05-05,DEBIT PURCHASE 04/05/23 xx-0411 TAXI@COMFORT,-15.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-05-10,DEBIT PURCHASE 09/05/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-05-15,DEBIT PURCHASE 14/05/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-05-20,DEBIT PURCHASE 19/05/23 xx-0411 GRAB@RIDE,-10.0,Withdrawal,Transport,Payment for a Grab ride.
2023-05-31,DEBIT PURCHASE 30/05/23 xx-0411 EZ-LINK TOP-UP,-30.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-06-05,DEBIT PURCHASE 04/06/23 xx-0411 UBER@RIDE,-12.0,Withdrawal,Transport,Payment for an Uber ride.
2023-06-10,DEBIT PURCHASE 09/06/23 xx-0411 TAXI@COMFORT,-20.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-06-15,DEBIT PURCHASE 14/06/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-06-20,DEBIT PURCHASE 19/06/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-06-30,DEBIT PURCHASE 29/06/23 xx-0411 EZ-LINK TOP-UP,-25.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-07-05,DEBIT PURCHASE 04/07/23 xx-0411 GRAB@RIDE,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2023-07-10,DEBIT PURCHASE 09/07/23 xx-0411 UBER@RIDE,-10.0,Withdrawal,Transport,Payment for an Uber ride.
2023-07-15,DEBIT PURCHASE 14/07/23 xx-0411 TAXI@COMFORT,-18.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-07-20,DEBIT PURCHASE 19/07/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-07-31,DEBIT PURCHASE 30/07/23 xx-0411 EZ-LINK TOP-UP,-30.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-08-05,DEBIT PURCHASE 04/08/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-08-10,DEBIT PURCHASE 09/08/23 xx-0411 GRAB@RIDE,-12.0,Withdrawal,Transport,Payment for a Grab ride.
2023-08-15,DEBIT PURCHASE 14/08/23 xx-0411 UBER@RIDE,-10.0,Withdrawal,Transport,Payment for an Uber ride.
2023-08-20,DEBIT PURCHASE 19/08/23 xx-0411 TAXI@COMFORT,-15.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-08-31,DEBIT PURCHASE 30/08/23 xx-0411 EZ-LINK TOP-UP,-25.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-09-05,DEBIT PURCHASE 04/09/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-09-10,DEBIT PURCHASE 09/09/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-09-15,DEBIT PURCHASE 14/09/23 xx-0411 GRAB@RIDE,-10.0,Withdrawal,Transport,Payment for a Grab ride.
2023-09-30,DEBIT PURCHASE 29/09/23 xx-0411 EZ-LINK TOP-UP,-30.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-10-05,DEBIT PURCHASE 04/10/23 xx-0411 UBER@RIDE,-12.0,Withdrawal,Transport,Payment for an Uber ride.
2023-10-10,DEBIT PURCHASE 09/10/23 xx-0411 TAXI@COMFORT,-20.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-10-15,DEBIT PURCHASE 14/10/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-10-20,DEBIT PURCHASE 19/10/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-10-31,DEBIT PURCHASE 30/10/23 xx-0411 EZ-LINK TOP-UP,-25.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-11-05,DEBIT PURCHASE 04/11/23 xx-0411 GRAB@RIDE,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2023-11-10,DEBIT PURCHASE 09/11/23 xx-0411 UBER@RIDE,-10.0,Withdrawal,Transport,Payment for an Uber ride.
2023-11-15,DEBIT PURCHASE 14/11/23 xx-0411 TAXI@COMFORT,-18.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-11-20,DEBIT PURCHASE 19/11/23 xx-0411 TRAIN@SMRT,-2.5,Withdrawal,Transport,Payment for an SMRT train ride.
2023-11-30,DEBIT PURCHASE 29/11/23 xx-0411 EZ-LINK TOP-UP,-30.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2023-12-05,DEBIT PURCHASE 04/12/23 xx-0411 BUS@SBS,-1.5,Withdrawal,Transport,Payment for an SBS bus ride.
2023-12-10,DEBIT PURCHASE 09/12/23 xx-0411 GRAB@RIDE,-12.0,Withdrawal,Transport,Payment for a Grab ride.
2023-12-15,DEBIT PURCHASE 14/12/23 xx-0411 UBER@RIDE,-10.0,Withdrawal,Transport,Payment for an Uber ride.
2023-12-20,DEBIT PURCHASE 19/12/23 xx-0411 TAXI@COMFORT,-15.0,Withdrawal,Transport,Payment for a Comfort taxi ride.
2023-12-31,DEBIT PURCHASE 30/12/23 xx-0411 EZ-LINK TOP-UP,-25.0,Withdrawal,Transport,Top-up for EZ-Link card for public transport.
2022-01-15,DEBIT PURCHASE 15/01/22 xx-0411 GRAB,-8.9,Withdrawal,Transport,Payment for a ride booked through Grab.
2022-01-20,GIRO PAYMENT 20/01/22 xx-0411 SMRT,-50.0,Withdrawal,Transport,Giro payment for monthly SMRT pass.
2022-01-25,DEBIT PURCHASE 25/01/22 xx-0411 GOJEK,-10.0,Withdrawal,Transport,Payment for a ride booked through Gojek.
2022-01-30,DEBIT PURCHASE 30/01/22 xx-0411 EZ-LINK,-20.0,Withdrawal,Transport,Top-up of EZ-Link card for public transportation.
2022-02-05,DEBIT PURCHASE 05/02/22 xx-0411 GRAB,-5.5,Withdrawal,Transport,Payment for a ride booked through Grab.
2022-01-02,DEBIT PURCHASE 01/01/22 xx-0142 NTUC FAIRPRICE,-45.3,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-01-10,DEBIT PURCHASE 09/01/22 xx-0142 COLD STORAGE,-90.1,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-01-18,DEBIT PURCHASE 17/01/22 xx-0142 SHENG SIONG,-75.25,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-01-27,DEBIT PURCHASE 26/01/22 xx-0142 REDMART,-120.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-02-05,DEBIT PURCHASE 04/02/22 xx-0142 GIANT,-65.9,Withdrawal,Groceries,Grocery shopping at Giant.
2022-02-13,DEBIT PURCHASE 12/02/22 xx-0142 AMAZON FRESH,-110.5,Withdrawal,Groceries,Online grocery shopping at Amazon Fresh.
2022-02-22,DEBIT PURCHASE 21/02/22 xx-0142 NTUC FAIRPRICE,-55.2,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-03-02,DEBIT PURCHASE 01/03/22 xx-0142 COLD STORAGE,-80.1,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-03-11,DEBIT PURCHASE 10/03/22 xx-0142 SHENG SIONG,-70.0,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-03-20,DEBIT PURCHASE 19/03/22 xx-0142 REDMART,-130.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-03-29,DEBIT PURCHASE 28/03/22 xx-0142 GIANT,-60.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-04-07,DEBIT PURCHASE 06/04/22 xx-0142 AMAZON FRESH,-105.5,Withdrawal,Groceries,Online grocery shopping at Amazon Fresh.
2022-04-16,DEBIT PURCHASE 15/04/22 xx-0142 NTUC FAIRPRICE,-50.0,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-04-25,DEBIT PURCHASE 24/04/22 xx-0142 COLD STORAGE,-85.0,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-05-04,DEBIT PURCHASE 03/05/22 xx-0142 SHENG SIONG,-65.0,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-05-13,DEBIT PURCHASE 12/05/22 xx-0142 REDMART,-120.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-05-22,DEBIT PURCHASE 21/05/22 xx-0142 GIANT,-70.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-05-31,DEBIT PURCHASE 30/05/22 xx-0142 AMAZON FRESH,-110.0,Withdrawal,Groceries,Online grocery shopping at Amazon Fresh.
2022-06-09,DEBIT PURCHASE 08/06/22 xx-0142 NTUC FAIRPRICE,-55.0,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-06-18,DEBIT PURCHASE 17/06/22 xx-0142 COLD STORAGE,-80.0,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-06-27,DEBIT PURCHASE 26/06/22 xx-0142 SHENG SIONG,-75.0,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-07-06,DEBIT PURCHASE 05/07/22 xx-0142 REDMART,-130.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-07-15,DEBIT PURCHASE 14/07/22 xx-0142 GIANT,-60.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-07-24,DEBIT PURCHASE 23/07/22 xx-0142 AMAZON FRESH,-110.0,Withdrawal,Groceries,Online grocery shopping at Amazon Fresh.
2022-08-02,DEBIT PURCHASE 01/08/22 xx-0142 NTUC FAIRPRICE,-50.0,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-08-11,DEBIT PURCHASE 10/08/22 xx-0142 COLD STORAGE,-85.0,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-08-20,DEBIT PURCHASE 19/08/22 xx-0142 SHENG SIONG,-70.0,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-08-29,DEBIT PURCHASE 28/08/22 xx-0142 REDMART,-125.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-09-07,DEBIT PURCHASE 06/09/22 xx-0142 GIANT,-65.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-09-16,DEBIT PURCHASE 15/09/22 xx-0142 AMAZON FRESH,-105.0,Withdrawal,Groceries,Online grocery shopping at Amazon Fresh.
2022-09-25,DEBIT PURCHASE 24/09/22 xx-0142 NTUC FAIRPRICE,-55.0,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-10-04,DEBIT PURCHASE 03/10/22 xx-0142 COLD STORAGE,-80.0,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-10-13,DEBIT PURCHASE 12/10/22 xx-0142 SHENG SIONG,-70.0,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-10-22,DEBIT PURCHASE 21/10/22 xx-0142 REDMART,-130.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-10-31,DEBIT PURCHASE 30/10/22 xx-0142 GIANT,-60.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-11-09,DEBIT PURCHASE 08/11/22 xx-0142 AMAZON FRESH,-115.0,Withdrawal,Groceries,Online grocery shopping at Amazon Fresh.
2022-11-18,DEBIT PURCHASE 17/11/22 xx-0142 NTUC FAIRPRICE,-50.0,Withdrawal,Groceries,Grocery shopping at NTUC Fairprice.
2022-11-27,DEBIT PURCHASE 26/11/22 xx-0142 COLD STORAGE,-85.0,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-12-06,DEBIT PURCHASE 05/12/22 xx-0142 SHENG SIONG,-75.0,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-12-15,DEBIT PURCHASE 14/12/22 xx-0142 REDMART,-125.0,Withdrawal,Groceries,Online grocery shopping at Redmart.
2022-12-24,DEBIT PURCHASE 23/12/22 xx-0142 GIANT,-70.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-01-01,DEBIT PURCHASE 01/01/22 xx-0411 Cold Storage,-65.2,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-01-15,DEBIT PURCHASE 15/01/22 xx-0411 NTUC FairPrice,-50.1,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2022-02-01,DEBIT PURCHASE 01/02/22 xx-0411 RedMart,-85.75,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-02-15,DEBIT PURCHASE 15/02/22 xx-0411 Sheng Siong,-55.3,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-03-01,DEBIT PURCHASE 01/03/22 xx-0411 Giant,-70.5,Withdrawal,Groceries,Grocery shopping at Giant.
2022-03-15,DEBIT PURCHASE 15/03/22 xx-0411 RedMart,-90.2,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-04-01,DEBIT PURCHASE 01/04/22 xx-0411 Cold Storage,-120.6,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-04-15,DEBIT PURCHASE 15/04/22 xx-0411 NTUC FairPrice,-80.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2022-05-01,DEBIT PURCHASE 01/05/22 xx-0411 RedMart,-95.3,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-05-15,DEBIT PURCHASE 15/05/22 xx-0411 Sheng Siong,-60.1,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-06-01,DEBIT PURCHASE 01/06/22 xx-0411 Giant,-75.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-06-15,DEBIT PURCHASE 15/06/22 xx-0411 RedMart,-80.9,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-07-01,DEBIT PURCHASE 01/07/22 xx-0411 Cold Storage,-100.5,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-07-15,DEBIT PURCHASE 15/07/22 xx-0411 NTUC FairPrice,-90.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2022-08-01,DEBIT PURCHASE 01/08/22 xx-0411 RedMart,-85.7,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-08-15,DEBIT PURCHASE 15/08/22 xx-0411 Sheng Siong,-65.9,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-09-01,DEBIT PURCHASE 01/09/22 xx-0411 Giant,-70.2,Withdrawal,Groceries,Grocery shopping at Giant.
2022-09-15,DEBIT PURCHASE 15/09/22 xx-0411 RedMart,-90.0,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-10-01,DEBIT PURCHASE 01/10/22 xx-0411 Cold Storage,-110.3,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2022-10-15,DEBIT PURCHASE 15/10/22 xx-0411 NTUC FairPrice,-80.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2022-11-01,DEBIT PURCHASE 01/11/22 xx-0411 RedMart,-95.3,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-11-15,DEBIT PURCHASE 15/11/22 xx-0411 Sheng Siong,-60.1,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2022-12-01,DEBIT PURCHASE 01/12/22 xx-0411 Giant,-75.0,Withdrawal,Groceries,Grocery shopping at Giant.
2022-12-15,DEBIT PURCHASE 15/12/22 xx-0411 RedMart,-80.9,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-01-01,DEBIT PURCHASE 01/01/23 xx-0411 Cold Storage,-100.5,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2023-01-15,DEBIT PURCHASE 15/01/23 xx-0411 NTUC FairPrice,-90.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2023-02-01,DEBIT PURCHASE 01/02/23 xx-0411 RedMart,-85.7,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-02-15,DEBIT PURCHASE 15/02/23 xx-0411 Sheng Siong,-65.9,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2023-03-01,DEBIT PURCHASE 01/03/23 xx-0411 Giant,-70.2,Withdrawal,Groceries,Grocery shopping at Giant.
2023-03-15,DEBIT PURCHASE 15/03/23 xx-0411 RedMart,-90.0,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-04-01,DEBIT PURCHASE 01/04/23 xx-0411 Cold Storage,-110.3,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2023-04-15,DEBIT PURCHASE 15/04/23 xx-0411 NTUC FairPrice,-80.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2023-05-01,DEBIT PURCHASE 01/05/23 xx-0411 RedMart,-95.3,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-05-15,DEBIT PURCHASE 15/05/23 xx-0411 Sheng Siong,-60.1,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2023-06-01,DEBIT PURCHASE 01/06/23 xx-0411 Giant,-75.0,Withdrawal,Groceries,Grocery shopping at Giant.
2023-06-15,DEBIT PURCHASE 15/06/23 xx-0411 RedMart,-80.9,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-07-01,DEBIT PURCHASE 01/07/23 xx-0411 Cold Storage,-100.5,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2023-07-15,DEBIT PURCHASE 15/07/23 xx-0411 NTUC FairPrice,-90.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2023-08-01,DEBIT PURCHASE 01/08/23 xx-0411 RedMart,-85.7,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-08-15,DEBIT PURCHASE 15/08/23 xx-0411 Sheng Siong,-65.9,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2023-09-01,DEBIT PURCHASE 01/09/23 xx-0411 Giant,-70.2,Withdrawal,Groceries,Grocery shopping at Giant.
2023-09-15,DEBIT PURCHASE 15/09/23 xx-0411 RedMart,-90.0,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-10-01,DEBIT PURCHASE 01/10/23 xx-0411 Cold Storage,-110.3,Withdrawal,Groceries,Grocery shopping at Cold Storage.
2023-10-15,DEBIT PURCHASE 15/10/23 xx-0411 NTUC FairPrice,-80.0,Withdrawal,Groceries,Weekly grocery shopping at NTUC FairPrice.
2023-11-01,DEBIT PURCHASE 01/11/23 xx-0411 RedMart,-95.3,Withdrawal,Groceries,Online grocery shopping from RedMart.
2023-11-15,DEBIT PURCHASE 15/11/23 xx-0411 Sheng Siong,-60.1,Withdrawal,Groceries,Grocery shopping at Sheng Siong.
2023-12-01,DEBIT PURCHASE 01/12/23 xx-0411 Giant,-75.0,Withdrawal,Groceries,Grocery shopping at Giant.
2023-12-15,DEBIT PURCHASE 15/12/23 xx-0411 RedMart,-80.9,Withdrawal,Groceries,Online grocery shopping from RedMart.
2022-01-01,DEBIT PURCHASE 31/12/21 xx-1234 NTUC FAIRPRICE,-78.5,Withdrawal,Groceries,Bought weekly groceries from NTUC Fairprice.
2022-01-08,DEBIT PURCHASE 07/01/22 xx-1234 SHENG SIONG,-65.3,Withdrawal,Groceries,Purchased groceries from Sheng Siong.
2022-01-15,DEBIT PURCHASE 14/01/22 xx-1234 COLD STORAGE,-85.2,Withdrawal,Groceries,Did grocery shopping at Cold Storage.
2022-01-22,DEBIT PURCHASE 21/01/22 xx-1234 GIANT EXPRESS,-38.0,Withdrawal,Groceries,Bought groceries from Giant Express.
2022-01-29,DEBIT PURCHASE 28/01/22 xx-1234 REDMART,-105.6,Withdrawal,Groceries,Ordered groceries online from RedMart.
2022-02-05,DEBIT PURCHASE 04/02/22 xx-1234 NTUC FAIRPRICE,-87.4,Withdrawal,Groceries,Bought weekly groceries from NTUC Fairprice.
2022-02-12,DEBIT PURCHASE 11/02/22 xx-1234 SHENG SIONG,-65.5,Withdrawal,Groceries,Purchased groceries from Sheng Siong.
2022-02-19,DEBIT PURCHASE 18/02/22 xx-1234 COLD STORAGE,-93.2,Withdrawal,Groceries,Did grocery shopping at Cold Storage.
2022-02-26,DEBIT PURCHASE 25/02/22 xx-1234 GIANT EXPRESS,-49.0,Withdrawal,Groceries,Bought groceries from Giant Express.
2022-03-05,DEBIT PURCHASE 04/03/22 xx-1234 REDMART,-118.6,Withdrawal,Groceries,Ordered groceries online from RedMart.
2022-03-12,DEBIT PURCHASE 11/03/22 xx-1234 NTUC FAIRPRICE,-76.4,Withdrawal,Groceries,Bought weekly groceries from NTUC Fairprice.
2022-03-19,DEBIT PURCHASE 18/03/22 xx-1234 SHENG SIONG,-62.5,Withdrawal,Groceries,Purchased groceries from Sheng Siong.
2022-03-26,DEBIT PURCHASE 25/03/22 xx-1234 COLD STORAGE,-83.2,Withdrawal,Groceries,Did grocery shopping at Cold Storage.
